"Step","Grouped runs (OpenMatch) - In distribution over conf 0.95: ACC","Grouped runs (OpenMatch) - In distribution over conf 0.95: ACC__MIN","Grouped runs (OpenMatch) - In distribution over conf 0.95: ACC__MAX","Grouped runs (FixMatch) - In distribution over conf 0.95: ACC","Grouped runs (FixMatch) - In distribution over conf 0.95: ACC__MIN","Grouped runs (FixMatch) - In distribution over conf 0.95: ACC__MAX","Grouped runs (MTC) - In distribution over conf 0.95: ACC","Grouped runs (MTC) - In distribution over conf 0.95: ACC__MIN","Grouped runs (MTC) - In distribution over conf 0.95: ACC__MAX","Grouped runs (IOMatch) - In distribution over conf 0.95: ACC","Grouped runs (IOMatch) - In distribution over conf 0.95: ACC__MIN","Grouped runs (IOMatch) - In distribution over conf 0.95: ACC__MAX","Grouped runs (SafeStudent) - In distribution over conf 0.95: ACC","Grouped runs (SafeStudent) - In distribution over conf 0.95: ACC__MIN","Grouped runs (SafeStudent) - In distribution over conf 0.95: ACC__MAX","Grouped runs (CaliMatch) - In distribution over conf 0.95: ACC","Grouped runs (CaliMatch) - In distribution over conf 0.95: ACC__MIN","Grouped runs (CaliMatch) - In distribution over conf 0.95: ACC__MAX"
"48","0.975697922706604","0.9741390943527222","0.978069007396698","0.9593490719795227","0.9568123817443848","0.9603347778320312","0.7997484683990479","0.6483957171440125","0.9230769872665405","0.9501027941703797","0.9391527771949768","0.961307942867279","0.9672724843025208","0.9560334086418152","0.9772008657455444","0.993269165356954","0.9923443794250488","0.9937731623649597"
"49","0.9757301688194275","0.9735442996025085","0.9799973368644714","0.957109797000885","0.9524368643760681","0.9607943296432495","0.7670481324195861","0.6628571152687073","0.8376891613006592","0.949097192287445","0.9360689520835876","0.9580644965171814","0.9724148511886597","0.963536262512207","0.9786574840545654","0.9946298400561014","0.9938443303108215","0.9961095452308655"
"50","0.9744001388549804","0.9731928706169128","0.9758906960487366","0.9574697613716125","0.9530473947525024","0.9603858590126038","0.7236328601837159","0.4716981053352356","0.9267399311065674","0.9506062030792236","0.9401565194129944","0.9598714113235474","0.9732767939567566","0.9691398739814758","0.9780102968215942","0.9938737551371256","0.9915754795074463","0.9961779713630676"
"51","0.9743095993995666","0.9728072285652161","0.9757551550865173","0.9568120837211609","0.9519014358520508","0.959871768951416","0.7469616234302521","0.4688611924648285","0.955078125","0.9490442156791687","0.9371553063392639","0.9572372436523438","0.9707921862602233","0.9594617486000061","0.98063725233078","0.9942536354064941","0.9918239712715149","0.9956889748573303"
"52","0.9748314142227172","0.9723441004753113","0.9771390557289124","0.958426296710968","0.9545978307723999","0.9616430997848511","0.7269766330718994","0.5485564470291138","0.8830769062042236","0.9477377653121948","0.9392999410629272","0.9524607062339783","0.9710765600204467","0.9621934294700623","0.9760054349899292","0.9929232796033224","0.9911625981330872","0.9938824772834778"
"53","0.9747165441513062","0.9720122218132019","0.9772485494613647","0.9582198262214661","0.9550057649612427","0.9627701044082642","0.7186308979988099","0.5376884341239929","0.8546895980834961","0.9475538611412049","0.9352563619613647","0.9597634673118591","0.9725924134254456","0.9702410101890564","0.9739917516708374","0.9948228597640991","0.9938879013061523","0.9953676462173462"
"54","0.975309157371521","0.97333163022995","0.9777836799621582","0.9567950248718262","0.9553343653678894","0.9588795304298401","0.7890175819396973","0.6784037947654724","0.8811880946159363","0.9486701726913452","0.9377874135971069","0.9583280086517334","0.9698848247528076","0.9593523144721985","0.9766896367073059","0.9933812816937765","0.9931455850601196","0.9935945272445679"
"55","0.9748837947845459","0.9711268544197083","0.9783991575241089","0.9549717545509339","0.9531571269035339","0.9568382501602173","0.7676097273826599","0.5302714109420776","0.91576087474823","0.9480466961860656","0.940781831741333","0.9568678140640259","0.9693486809730529","0.9647330045700073","0.9751635789871216","0.9950381517410278","0.9935532212257385","0.9969682693481445"
"56","0.973695695400238","0.9714285731315613","0.9754960536956787","0.9572262525558471","0.9551591873168945","0.9589644074440002","0.7613927483558655","0.6458333134651184","0.8639329075813293","0.9471351027488708","0.9344304800033569","0.9563037753105164","0.9673556327819824","0.9637846350669861","0.9756619334220886","0.9944118658701578","0.9926310777664185","0.9956814050674438"
"57","0.9733866810798645","0.9685259461402893","0.9771267771720886","0.9570807337760925","0.9537970423698425","0.9613689184188843","0.7796717166900635","0.5950292348861694","0.9029850363731384","0.9471093058586121","0.9362137317657471","0.9526574015617371","0.9644196987152099","0.9488289952278137","0.9772309064865112","0.9939518968264262","0.9926723837852478","0.9959028959274292"
"58","0.9728967189788819","0.9697170257568359","0.9760886430740356","0.95776926279068","0.9553778767585754","0.9602580070495605","0.7896065235137939","0.6239067316055298","0.9128312468528748","0.9478501558303833","0.93659907579422","0.9583011865615845","0.9675920844078064","0.9610432386398315","0.9764531254768372","0.9943156441052755","0.9923133254051208","0.9956586956977844"
"59","0.9739066600799561","0.9692617654800415","0.9759180545806885","0.956383466720581","0.9526695609092712","0.961216390132904","0.7991617798805237","0.6814814805984497","0.9087137579917908","0.9464819431304932","0.9349884390830994","0.9535810947418213","0.9686557292938233","0.9595403671264648","0.9794626235961914","0.9943647980690002","0.993514358997345","0.9954297542572021"
"60","0.9733176589012146","0.9698472023010254","0.9771022200584412","0.9549100160598755","0.9505994319915771","0.9582582116127014","0.7703265428543091","0.5191919207572937","0.9098591208457947","0.9465750932693482","0.9344494342803955","0.956741988658905","0.9643001794815064","0.9579392075538635","0.9709841012954712","0.9936562379201254","0.991895854473114","0.9955711960792542"
"61","0.9738715052604675","0.9705066084861755","0.977605938911438","0.9568463921546936","0.9525933265686035","0.9599431753158569","0.6896969854831696","0.29967424273490906","0.8662952780723572","0.946126663684845","0.9357715845108032","0.9534260630607605","0.9672245740890503","0.9546176195144653","0.9771749973297119","0.9941584467887878","0.9939375519752502","0.9945492148399353"
"62","0.9739753246307373","0.9707594513893127","0.975040078163147","0.9544857025146485","0.95229572057724","0.9596794843673706","0.7694973587989807","0.554347813129425","0.914634108543396","0.9463150024414062","0.932915985584259","0.956555187702179","0.9638529896736145","0.9524489045143127","0.9804819822311401","0.9949896534283956","0.9934630990028381","0.9973412752151489"
"63","0.9736594796180725","0.9705299139022827","0.9774486422538757","0.9541023731231689","0.9513375163078308","0.9590809345245361","0.7549738883972168","0.5097799897193909","0.90625","0.9450424194335938","0.9338140487670898","0.9529154300689697","0.9661964297294616","0.9554447531700134","0.9717894196510315","0.9939801494280497","0.9934368133544922","0.9947583079338074"
"64","0.9718703866004944","0.969405472278595","0.9753135442733765","0.9553508043289185","0.9496734142303467","0.960911214351654","0.7495475172996521","0.4475494623184204","0.9173076748847961","0.9456254243850708","0.9340798854827881","0.9562723636627197","0.9664637088775635","0.9568922519683838","0.9756783246994019","0.9940409461657206","0.9934583306312561","0.9947260618209839"
"65","0.9727049827575683","0.9709317684173584","0.9743555784225464","0.9518487453460693","0.9490675330162048","0.9552850127220154","0.6811990380287171","0.3551532030105591","0.8377724289894104","0.9462867021560669","0.9332311749458313","0.9558617472648621","0.9631225109100342","0.953034520149231","0.9712671041488647","0.9940779010454813","0.993476927280426","0.9951092600822449"
"66","0.973736584186554","0.9698023200035095","0.9767810106277466","0.9517442226409912","0.9478397965431213","0.9533771872520447","0.6899173498153687","0.540160596370697","0.8027210831642151","0.945031201839447","0.9304846525192261","0.9528580904006958","0.965253496170044","0.953393280506134","0.9721470475196838","0.9933786988258362","0.9926416873931885","0.994520902633667"
"67","0.9738475918769837","0.9705843329429626","0.9756680727005005","0.950952672958374","0.9466701745986938","0.9540902376174927","0.7960668563842773","0.530434787273407","0.9096176028251648","0.9452912092208863","0.9317719340324402","0.9554877281188965","0.9614575982093811","0.956250011920929","0.9718515872955322","0.9937324126561483","0.9925093650817871","0.9945693016052246"
"68","0.9722512245178223","0.9712430238723755","0.9743930101394653","0.951849639415741","0.9471285343170166","0.9569502472877502","0.7456850051879883","0.5200573205947876","0.8464285731315613","0.9458966493606568","0.9329012036323547","0.954100489616394","0.9585324406623841","0.9533475041389465","0.9648639559745789","0.9939841230710348","0.9931791424751282","0.995134174823761"
"69","0.9738522052764893","0.9723215699195862","0.976385235786438","0.9515796184539795","0.9497705698013306","0.9541688561439514","0.7049623370170593","0.4662480354309082","0.8617788553237915","0.9455508947372436","0.9325628876686096","0.9576270580291748","0.9629991888999939","0.9549534916877747","0.9705635905265808","0.9933818181355795","0.9927006959915161","0.9946965575218201"
"70","0.9729677915573121","0.9724456071853638","0.9732925891876221","0.9499827861785889","0.9433693289756775","0.9556379318237305","0.7435380935668945","0.5639810562133789","0.8810240626335144","0.9452531695365906","0.9343531131744385","0.9533730745315552","0.9592112898826599","0.9516868591308594","0.9644777178764343","0.99506942431132","0.993880569934845","0.9966427683830261"
"71","0.9734147667884827","0.9710959196090698","0.9756771326065063","0.9511031031608581","0.9461843371391296","0.9566333293914795","0.7186564087867737","0.4277620315551758","0.8692810535430908","0.9450231194496155","0.9334941506385803","0.9542776346206665","0.9624513626098633","0.955358624458313","0.9771780371665955","0.9940504829088846","0.9930339455604553","0.9946721792221069"
"72","0.9710917592048645","0.9699854254722595","0.9729872941970825","0.9498309016227722","0.9450506567955017","0.9516231417655945","0.7480209589004516","0.4181201457977295","0.9002267718315125","0.9449645757675171","0.9329602122306824","0.9540992379188538","0.9593032717704773","0.951724112033844","0.972784698009491","0.9937613010406494","0.9922378659248352","0.995055615901947"
"73","0.9730723857879638","0.9707735776901245","0.975288987159729","0.9471325039863586","0.9441512823104858","0.9514790177345276","0.7270737886428833","0.4817216992378235","0.8398693203926086","0.9449958562850952","0.9307799339294434","0.9570837616920471","0.9601203799247742","0.9433364868164062","0.9677891731262207","0.9941328763961792","0.9932689666748047","0.9958121180534363"
"74","0.9730884432792664","0.9716058969497681","0.9761587977409363","0.9482970595359802","0.9419751763343811","0.9547043442726135","0.6966887712478638","0.5422535538673401","0.9110707640647888","0.944582486152649","0.9316282868385315","0.9510624408721924","0.9601959347724914","0.9406650066375732","0.9680666923522949","0.993834396203359","0.9921349883079529","0.9950979948043823"
"75","0.9726101040840149","0.9685702919960022","0.9773845672607422","0.9473455905914306","0.9412976503372192","0.9557657837867737","0.7042767763137817","0.4107929468154907","0.8536585569381714","0.9433542251586914","0.9311571717262268","0.952454149723053","0.9603744745254517","0.946899950504303","0.9687197208404541","0.9933849970499674","0.9926480650901794","0.9947807192802429"
"76","0.9734439373016357","0.9711334705352783","0.9760105609893799","0.9502426147460937","0.9434443712234497","0.9539834260940552","0.7507951378822326","0.6327272653579712","0.8335068225860596","0.943627905845642","0.9278533458709717","0.9551798701286316","0.9561412572860718","0.9464651346206665","0.9668781757354736","0.9948391517003378","0.9944927096366882","0.9952152967453003"
"77","0.973202395439148","0.9696685075759888","0.9751130938529968","0.9512572646141052","0.9477763772010803","0.9539235830307007","0.7463041424751282","0.5494071245193481","0.8810572624206543","0.944126832485199","0.9302384257316589","0.9546093344688416","0.9612841844558716","0.9470009803771973","0.970917284488678","0.9941721161206564","0.9930645227432251","0.995905339717865"
"78","0.9702492505311966","0.9647915363311768","0.9743351936340332","0.9477685689926147","0.9417425394058228","0.9530192017555237","0.8172949910163879","0.618811845779419","0.9106917977333069","0.9431248903274536","0.9303950667381287","0.9529486894607544","0.9565160155296326","0.947819173336029","0.9687349796295166","0.993846595287323","0.9930272698402405","0.9943088293075562"
"79","0.9720617979764938","0.9702230095863342","0.9746078848838806","0.946606981754303","0.9420326948165894","0.9519744515419006","0.8485658764839172","0.8017676472663879","0.9257642030715942","0.9439720749855042","0.9304535388946533","0.9518957734107971","0.9574562072753906","0.945209801197052","0.9774384498596191","0.9938344359397888","0.992735743522644","0.9955732226371765"
"80","0.9723162204027176","0.9693242907524109","0.9752219915390015","0.9485599756240845","0.9426345229148865","0.95344078540802","0.7728181838989258","0.7108433246612549","0.8534031510353088","0.9426615118980408","0.9316043853759766","0.9504786133766174","0.9620015263557434","0.9573299288749695","0.9669607281684875","0.9935110012690226","0.9916582703590393","0.9951639771461487"
"81","0.9626011252403259","0.9334796071052551","0.9740362167358398","0.9436565637588501","0.9345734715461731","0.9510800838470459","0.6974934339523315","0.5375494360923767","0.825581431388855","0.9407585144042969","0.929436981678009","0.9480783939361572","0.9504102110862732","0.9412126541137695","0.9584596753120422","0.9947894414265951","0.9939367771148682","0.9964397549629211"
"82","0.9614555686712265","0.9310060739517212","0.9735908508300781","0.9426866173744202","0.9351592063903809","0.950280487537384","0.6973632216453552","0.5924370288848877","0.8235293626785278","0.9392589449882507","0.9283551573753357","0.9443737864494324","0.9490107774734498","0.940778374671936","0.956092357635498","0.9941519300142924","0.9935723543167114","0.9949120283126831"
"83","0.9638891667127609","0.9405102729797363","0.9745473861694336","0.9395243883132934","0.9322468638420105","0.9486595988273621","0.6741228342056275","0.5145630836486816","0.7773556113243103","0.9390395641326904","0.9267246723175049","0.9439765214920044","0.9476270914077759","0.9384304881095886","0.9539205431938171","0.9943586389223734","0.9931750297546387","0.995464563369751"
"84","0.9716037660837173","0.9690126776695251","0.9738089442253113","0.9404840230941772","0.9331539869308472","0.9493913650512695","0.6567042350769043","0.5236139893531799","0.7957446575164795","0.9399319291114807","0.9285174012184143","0.9466075301170349","0.9473076343536377","0.9396097660064697","0.9536921381950378","0.9942585031191508","0.9935503005981445","0.9952166676521301"
"85","0.949928343296051","0.8844805955886841","0.9732913970947266","0.9394165635108948","0.9252203106880188","0.9487702250480652","0.6953509092330933","0.5604838728904724","0.7813310623168945","0.9383880853652954","0.9269492626190186","0.9427998065948486","0.9463402390480041","0.9371920824050903","0.9557522535324097","0.9936609069506327","0.9930506348609924","0.9942113161087036"
"86","0.9718103110790253","0.9692085385322571","0.9747421741485596","0.9364271402359009","0.9127794504165649","0.9477840662002563","0.6862605214118958","0.5184049010276794","0.8106841444969177","0.938439953327179","0.9276986718177795","0.9428070187568665","0.9458505272865295","0.9353699684143066","0.9538152813911438","0.9941957394282023","0.993137001991272","0.9953291416168213"
"87","0.9628435969352722","0.9366417527198792","0.9726754426956177","0.9391062259674072","0.9273325204849243","0.9496118426322937","0.654842483997345","0.5117493271827698","0.8054968118667603","0.9365013003349304","0.9272658824920654","0.9428141713142395","0.9461981773376464","0.935518741607666","0.9544017314910889","0.9942574501037598","0.9931468367576599","0.995486319065094"
"88","0.9715046882629395","0.9700939059257507","0.9733526110649109","0.9407697200775147","0.9309934973716736","0.9481369853019714","0.7007119536399842","0.5728155374526978","0.8340688347816467","0.9364950299263001","0.926271915435791","0.9420986175537109","0.9452523112297058","0.9386719465255737","0.9520663619041443","0.9941675066947937","0.9928754568099976","0.9956274032592773"
"89","0.9573719203472137","0.919039249420166","0.9744563698768616","0.943386435508728","0.9356679916381836","0.9480372071266174","0.7029518127441406","0.5736040472984314","0.7780083417892456","0.9379634380340576","0.9273461103439331","0.9415976405143738","0.9451010346412658","0.9369050860404968","0.9508196711540222","0.9940439860026041","0.9933993220329285","0.9953250288963318"
"90","0.9721317142248154","0.9680753350257874","0.9765357971191406","0.9426248669624329","0.9365058541297913","0.9481090903282166","0.6613635778427124","0.5151515007019043","0.8268817663192749","0.9362335205078125","0.9262211918830872","0.9425633549690247","0.9428812742233277","0.9340675473213196","0.9514219760894775","0.9940259257952372","0.9928805828094482","0.9952160120010376"
"91","0.959960475564003","0.9344217777252197","0.96880704164505","0.9416430234909058","0.9301815629005432","0.9480633735656738","0.684913980960846","0.557823121547699","0.8018433451652527","0.9375721335411071","0.9270912408828735","0.9417451620101929","0.9446757435798645","0.9346633553504944","0.9525662064552307","0.9942994316418966","0.9932577610015869","0.9953297972679138"
"92","0.9713121950626373","0.9686557054519653","0.9747101664543152","0.9388327836990357","0.9320836663246155","0.9471371173858643","0.6895164966583252","0.5314009785652161","0.84375","0.9359722375869751","0.9263144731521606","0.9406226873397827","0.9443741559982299","0.9328910112380981","0.9551724195480347","0.9942127267519633","0.9928926825523376","0.9956114888191223"
"93","0.9581025987863541","0.924289345741272","0.9700369834899902","0.940436863899231","0.9315667748451233","0.9476559162139893","0.7016342759132386","0.5607843399047852","0.8082613945007324","0.9343027830123901","0.9253420233726501","0.9412060379981995","0.9456303834915161","0.9409866333007812","0.9530030488967896","0.993847926457723","0.9921941161155701","0.9947788715362549"
"94","0.9714274704456329","0.9694905877113342","0.9732980728149414","0.9406044125556946","0.9315931797027588","0.9468111991882324","0.693234670162201","0.5652173757553101","0.8491620421409607","0.9344637036323548","0.9259500503540039","0.9421290755271912","0.9444218754768372","0.9315901398658752","0.9548476338386536","0.9941189686457316","0.9931526780128479","0.9950436949729919"
"95","0.9690029422442118","0.9652150869369507","0.9726725816726685","0.9394945740699768","0.9338235855102539","0.9480010271072388","0.6682026386260986","0.5146579742431641","0.8274894952774048","0.9346906304359436","0.9270846843719482","0.9405344128608704","0.9422409534454346","0.9351326823234558","0.9514924883842468","0.994057834148407","0.9926251769065857","0.995464563369751"
"96","0.9696086843808492","0.9690119028091431","0.9700692892074585","0.9363334536552429","0.9224856495857239","0.9469562768936157","0.6976155638694763","0.5030674934387207","0.8147410750389099","0.9348143815994263","0.9275252819061279","0.9413759112358093","0.9458685517311096","0.9349121451377869","0.9544495344161987","0.9941553076108297","0.9935520887374878","0.9951986074447632"
"97","0.9677690068880717","0.9668892025947571","0.9682809114456177","0.9375513076782227","0.9188836216926575","0.9468299746513367","0.7134072005748748","0.48571428656578064","0.8264872431755066","0.9335083603858948","0.9234654307365417","0.940283477306366","0.9434495568275452","0.9296804070472717","0.9532864093780518","0.9942529598871866","0.9930456876754761","0.995464563369751"
"98","0.9614251852035522","0.9478059411048889","0.9725561738014221","0.936571204662323","0.9142035245895386","0.9474015831947327","0.6888484120368957","0.5596153736114502","0.7813702821731567","0.9325116038322449","0.9200364351272583","0.9396833777427673","0.9441842079162598","0.9328654408454895","0.95200115442276","0.9940217932065328","0.9929919242858887","0.9949274659156799"
"99","0.9708547989527384","0.9684637784957886","0.9738562107086182","0.9379517436027527","0.9213864803314209","0.9470565915107727","0.6914866805076599","0.588744580745697","0.8577235341072083","0.9332766890525818","0.9244230389595032","0.9406003355979919","0.9418172836303711","0.9320864677429199","0.950082004070282","0.9941394925117493","0.9927453994750977","0.9952132105827332"