"Step","Grouped runs (OpenMatch) - Selected ratio of i.d over conf 0.95","Grouped runs (OpenMatch) - Selected ratio of i.d over conf 0.95__MIN","Grouped runs (OpenMatch) - Selected ratio of i.d over conf 0.95__MAX","Grouped runs (FixMatch) - Selected ratio of i.d over conf 0.95","Grouped runs (FixMatch) - Selected ratio of i.d over conf 0.95__MIN","Grouped runs (FixMatch) - Selected ratio of i.d over conf 0.95__MAX","Grouped runs (CaliMatch) - Selected ratio of i.d over conf 0.95","Grouped runs (CaliMatch) - Selected ratio of i.d over conf 0.95__MIN","Grouped runs (CaliMatch) - Selected ratio of i.d over conf 0.95__MAX","Grouped runs (SafeStudent) - Selected ratio of i.d over conf 0.95","Grouped runs (SafeStudent) - Selected ratio of i.d over conf 0.95__MIN","Grouped runs (SafeStudent) - Selected ratio of i.d over conf 0.95__MAX","Grouped runs (MTC) - Selected ratio of i.d over conf 0.95","Grouped runs (MTC) - Selected ratio of i.d over conf 0.95__MIN","Grouped runs (MTC) - Selected ratio of i.d over conf 0.95__MAX","Grouped runs (IOMatch) - Selected ratio of i.d over conf 0.95","Grouped runs (IOMatch) - Selected ratio of i.d over conf 0.95__MIN","Grouped runs (IOMatch) - Selected ratio of i.d over conf 0.95__MAX"
"48","0.5357125043869019","0.5241875052452087","0.5568749904632568","0.5474625110626221","0.5276250243186951","0.5638124942779541","0.2603499948978424","0.24762499332427979","0.2764374911785126","0.36521250009536743","0.3293125033378601","0.4235000014305115","0.08709999918937683","0.05324999988079071","0.10537499934434891","0.473500007390976","0.4702500104904175","0.4778749942779541"
"49","0.5400374889373779","0.5194374918937683","0.5541250109672546","0.5274749875068665","0.46031248569488525","0.5797500014305115","0.26200000047683714","0.249937504529953","0.27250000834465027","0.3752500057220459","0.36662501096725464","0.38756251335144043","0.09366250038146973","0.06812500208616257","0.10631249845027924","0.49207499623298645","0.47437500953674316","0.5159375071525574"
"50","0.5327250003814697","0.5220000147819519","0.5518749952316284","0.5319624960422515","0.476437509059906","0.5801874995231628","0.2612625002861023","0.2524375021457672","0.27149999141693115","0.36361250281333923","0.3228749930858612","0.382687509059906","0.09156250059604645","0.07325000315904617","0.1107499971985817","0.5073874890804291","0.4934374988079071","0.5385624766349792"
"51","0.5328000068664551","0.5105000138282776","0.5591874718666077","0.5590375065803528","0.5421249866485596","0.5891249775886536","0.2573500007390976","0.24693749845027924","0.273375004529953","0.378725004196167","0.35081249475479126","0.3918125033378601","0.09873749911785126","0.0611874982714653","0.12587499618530273","0.49852500557899476","0.4648124873638153","0.5588750243186951"
"52","0.5428874969482422","0.5240625143051147","0.5681874752044678","0.5632375001907348","0.5207499861717224","0.6029375195503235","0.25868749916553496","0.23631249368190765","0.2669374942779541","0.3552250027656555","0.31949999928474426","0.38318750262260437","0.0929874986410141","0.08318749815225601","0.11287499964237213","0.5027124941349029","0.48487499356269836","0.5135625004768372"
"53","0.5497249960899353","0.5400000214576721","0.5598124861717224","0.5613624930381775","0.5424374938011169","0.5753750205039978","0.2594875007867813","0.24774999916553497","0.26768749952316284","0.36794999837875364","0.3491249978542328","0.3947499990463257","0.09251249879598618","0.07537499815225601","0.10849999636411667","0.48951250314712524","0.4819999933242798","0.5016875267028809"
"54","0.5460250020027161","0.5363125205039978","0.5581250190734863","0.5626625001430512","0.48887500166893005","0.6015625","0.26058749556541444","0.24631249904632568","0.2748124897480011","0.3793000042438507","0.3634375035762787","0.4116249978542328","0.10944999903440475","0.07412499934434891","0.1470624953508377","0.5064375042915344","0.4860000014305115","0.5205000042915344"
"55","0.5447749972343445","0.5164999961853027","0.5786874890327454","0.5757375001907349","0.562125027179718","0.5940625071525574","0.2629250049591064","0.25437501072883606","0.28575000166893005","0.3750874996185303","0.3490625023841858","0.3973749876022339","0.10672500133514404","0.07143750041723251","0.13875000178813934","0.49717499017715455","0.4716874957084656","0.5450624823570251"
"56","0.5547749996185303","0.5412499904632568","0.5717499852180481","0.5802125096321106","0.5528749823570251","0.6029375195503235","0.2664874970912933","0.25200000405311584","0.27512499690055847","0.3809125006198883","0.36543750762939453","0.41206249594688416","0.09080000072717667","0.06337500363588333","0.11037500202655792","0.49867500066757203","0.46149998903274536","0.5479375123977661"
"57","0.549162495136261","0.5378749966621399","0.5601875185966492","0.5823750019073486","0.5723749995231628","0.5950000286102295","0.27277499437332153","0.24793750047683716","0.2841874957084656","0.3735499978065491","0.34718748927116394","0.4022499918937683","0.11116249859333038","0.07768750190734863","0.1509999930858612","0.49611249566078186","0.4906874895095825","0.5035625100135803"
"58","0.5411124944686889","0.5291249752044678","0.5615000128746033","0.5951749920845032","0.5605624914169312","0.6223750114440918","0.2717124938964844","0.26481249928474426","0.28343749046325684","0.38332499861717223","0.36675000190734863","0.3918125033378601","0.10158750116825103","0.06987500190734863","0.1446875035762787","0.5110999882221222","0.49443748593330383","0.5364999771118164"
"59","0.5389500021934509","0.5277500152587891","0.5565624833106995","0.5761625170707703","0.5205625295639038","0.6103125214576721","0.2781125009059906","0.27006250619888306","0.28218749165534973","0.38413749933242797","0.35593751072883606","0.4035624861717224","0.10389999896287919","0.08037500083446503","0.12412499636411667","0.5098875045776368","0.4932500123977661","0.5303750038146973"
"60","0.5453125","0.5377500057220459","0.5582500100135803","0.5811625003814698","0.5404375195503235","0.6044374704360962","0.27917500138282775","0.2709375023841858","0.28824999928474426","0.3853250026702881","0.36506250500679016","0.4103749990463257","0.10237500071525574","0.08006250113248825","0.13606250286102295","0.5235249996185303","0.5083125233650208","0.5376874804496765"
"61","0.5576750040054321","0.5366250276565552","0.5830000042915344","0.6084874987602233","0.5876874923706055","0.625124990940094","0.2773124992847443","0.26124998927116394","0.289124995470047","0.395487505197525","0.367374986410141","0.4350000023841858","0.10004999935626983","0.08562500029802322","0.12274999916553497","0.4995999991893768","0.46956250071525574","0.5248749852180481"
"62","0.5487625002861023","0.5249999761581421","0.5651249885559082","0.5896999955177307","0.5380625128746033","0.6145625114440918","0.27162500023841857","0.2627499997615814","0.28581249713897705","0.37725000381469725","0.36162498593330383","0.4073125123977661","0.10300000011920929","0.0702499970793724","0.12656250596046448","0.5289125084877014","0.5001875162124634","0.5410000085830688"
"63","0.5515750050544739","0.5400000214576721","0.5679374933242798","0.6124249935150147","0.5898125171661377","0.6326249837875366","0.27644999623298644","0.2630625069141388","0.29487499594688416","0.38704999089241027","0.359562486410141","0.4179374873638153","0.11681250184774399","0.08150000125169754","0.1354999989271164","0.5191124975681305","0.48256251215934753","0.5385624766349792"
"64","0.5549499988555908","0.5209375023841858","0.5834375023841858","0.6164624929428101","0.6119999885559082","0.6203749775886536","0.28410000205039976","0.26606249809265137","0.2914375066757202","0.3890125036239624","0.3178125023841858","0.4363124966621399","0.10976249873638153","0.09224999696016312","0.12293750047683716","0.5288000106811523","0.5189375281333923","0.5473750233650208"
"65","0.5539250016212464","0.543624997138977","0.5640624761581421","0.6261000156402587","0.6000000238418579","0.6464375257492065","0.2770749986171722","0.26493749022483826","0.2905625104904175","0.39722499847412107","0.3475624918937683","0.4326874911785126","0.1220875009894371","0.09437499940395355","0.1625625044107437","0.5205875039100647","0.4714375138282776","0.5529999732971191"
"66","0.5589125156402588","0.531000018119812","0.5740625262260437","0.6176125168800354","0.5951250195503235","0.6321250200271606","0.2809999942779541","0.2784374952316284","0.28337499499320984","0.40663749575614927","0.3813124895095825","0.4243749976158142","0.11221249848604202","0.0885000005364418","0.1419374942779541","0.5421375036239624","0.5070624947547913","0.5556874871253967"
"67","0.5651875019073487","0.5571874976158142","0.5855000019073486","0.6177749991416931","0.5924375057220459","0.6438124775886536","0.28993749618530273","0.27687498927116394","0.2957499921321869","0.403125","0.36800000071525574","0.4267500042915344","0.1012374997138977","0.08137500286102295","0.12049999833106995","0.5297250032424927","0.4996874928474426","0.5626875162124634"
"68","0.5601499915122986","0.5453749895095825","0.5754374861717224","0.615149998664856","0.6060000061988831","0.6334375143051147","0.29086249470710757","0.28025001287460327","0.2953124940395355","0.4078375041484833","0.3958125114440918","0.42274999618530273","0.10584999918937683","0.0780624970793724","0.12662500143051147","0.533662486076355","0.4911249876022339","0.5605624914169312"
"69","0.559262502193451","0.5523750185966492","0.5651249885559082","0.6178875088691711","0.5985000133514404","0.6363750100135803","0.28092500269412995","0.23131249845027924","0.29881250858306885","0.4138749957084656","0.40018749237060547","0.4243749976158142","0.11147499978542327","0.09156250208616257","0.1456875056028366","0.5410374999046326","0.5208125114440918","0.5632500052452087"
"70","0.5637874960899353","0.5455625057220459","0.5956249833106995","0.6176124930381774","0.5814999938011169","0.6547499895095825","0.2896125018596649","0.26362499594688416","0.3062500059604645","0.40581250190734863","0.3786875009536743","0.42918750643730164","0.11882499903440476","0.09756249934434891","0.13893750309944153","0.5436750054359436","0.5239999890327454","0.5600625276565552"
"71","0.5615249991416931","0.5285624861717224","0.5848125219345093","0.6325125098228455","0.5914999842643738","0.6645625233650208","0.2906749963760376","0.2784999907016754","0.3023749887943268","0.4014125049114227","0.3646875023841858","0.42225000262260437","0.11169999837875366","0.0911874994635582","0.132874995470047","0.5406124949455261","0.5283125042915344","0.5673750042915344"
"72","0.5638625025749207","0.547124981880188","0.5897499918937683","0.6273750066757202","0.590749979019165","0.6576250195503235","0.285875004529953","0.26887500286102295","0.3058125078678131","0.4050249993801117","0.3903124928474426","0.42149999737739563","0.11465000063180923","0.08937499672174454","0.13487499952316284","0.555412495136261","0.5476874709129333","0.5619999766349792"
"73","0.560937511920929","0.5407500267028809","0.6001250147819519","0.6417624950408936","0.6278749704360962","0.6533125042915344","0.29999999403953553","0.29124999046325684","0.3084999918937683","0.41200000047683716","0.39006251096725464","0.4350000023841858","0.11347499787807465","0.08031249791383743","0.1341249942779541","0.5488374948501586","0.5235000252723694","0.5686874985694885"
"74","0.5633249998092651","0.5411249995231628","0.5801874995231628","0.6407624959945679","0.6203749775886536","0.6589375138282776","0.29248749613761904","0.27518749237060547","0.3139374852180481","0.4080875039100647","0.38593751192092896","0.4410625100135803","0.12362499982118606","0.09312500059604645","0.1497499942779541","0.5568874955177308","0.5273749828338623","0.5839999914169312"
"75","0.5633749961853027","0.5488125085830688","0.5854374766349792","0.6491500020027161","0.632437527179718","0.6651250123977661","0.29966250658035276","0.29218751192092896","0.3095000088214874","0.39954999685287473","0.3476249873638153","0.4165624976158142","0.10626250058412552","0.08950000256299973","0.1249374970793724","0.5569125056266785","0.5388749837875366","0.5659375190734863"
"76","0.5629500031471253","0.5371875166893005","0.5918750166893005","0.650237500667572","0.6136249899864197","0.6752499938011169","0.29857500195503234","0.2876875102519989","0.3127500116825104","0.415625","0.39512500166893005","0.43287500739097595","0.11762499660253525","0.09574999660253525","0.13043749332427979","0.5500999927520752","0.5274375081062317","0.5858749747276306"
"77","0.5692000150680542","0.5485000014305115","0.5988125205039978","0.6653625011444092","0.6477500200271606","0.6769999861717224","0.2995750069618225","0.2876250147819519","0.31025001406669617","0.42228749990463255","0.3947499990463257","0.43950000405311584","0.1248750001192093","0.1054375022649765","0.14631250500679016","0.5616250038146973","0.542187511920929","0.5804374814033508"
"78","0.5676750063896179","0.5425000190734863","0.593999981880188","0.6478749871253967","0.617062509059906","0.6724374890327454","0.3071500062942505","0.3021250069141388","0.3098750114440918","0.40911250114440917","0.39018750190734863","0.45262500643730164","0.11861249804496765","0.09443750232458115","0.1287499964237213","0.5475375056266785","0.4985625147819519","0.5824375152587891"
"79","0.5638749837875366","0.5431249737739563","0.5769374966621399","0.659737491607666","0.640749990940094","0.6767500042915344","0.3112874925136566","0.3031249940395355","0.32337498664855957","0.42611250281333923","0.3798125088214874","0.46568751335144043","0.11601250022649764","0.08768749982118607","0.1378750056028366","0.555887496471405","0.5291249752044678","0.5898125171661377"
"80","0.5733875036239624","0.5546875","0.5868124961853027","0.6682000160217285","0.6539375185966492","0.6922500133514404","0.2997125029563904","0.289000004529953","0.3082500100135803","0.4090874969959259","0.3877499997615814","0.42649999260902405","0.11738750189542771","0.08531250059604645","0.15912500023841858","0.5592750072479248","0.523187518119812","0.5761250257492065"
"81","0.5705874919891357","0.5562499761581421","0.5853124856948853","0.7356874942779541","0.7253749966621399","0.7474374771118164","0.31644999980926514","0.3138124942779541","0.3190625011920929","0.46482500433921814","0.4567500054836273","0.47193750739097595","0.15517499744892121","0.13750000298023224","0.1680624932050705","0.6273499846458435","0.612625002861023","0.6430624723434448"
"82","0.5701375007629395","0.5566250085830688","0.5802500247955322","0.7372250080108642","0.7314375042915344","0.7443125247955322","0.3141999959945679","0.312437504529953","0.31718748807907104","0.46668750047683716","0.4571875035762787","0.484187513589859","0.15742500126361847","0.1407500058412552","0.17624999582767487","0.6358500003814698","0.6224374771118164","0.6508749723434448"
"83","0.5714249968528747","0.5554999709129333","0.5897499918937683","0.7453625082969666","0.7405624985694885","0.7523124814033508","0.3149749994277954","0.3108749985694885","0.31812500953674316","0.47140000462532045","0.46012499928474426","0.47843751311302185","0.14942499995231628","0.13312500715255737","0.1758124977350235","0.6394500017166138","0.6273124814033508","0.659375011920929"
"84","0.5750749826431274","0.5612499713897705","0.5871875286102295","0.7494875073432923","0.7433124780654907","0.7518125176429749","0.3151750028133392","0.31318750977516174","0.3173125088214874","0.4691124975681305","0.453062504529953","0.4779999852180481","0.15750000178813933","0.12818750739097595","0.1704374998807907","0.6388500094413757","0.6260625123977661","0.6541875004768372"
"85","0.574874997138977","0.5631874799728394","0.5871875286102295","0.7515749931335449","0.739187479019165","0.7698749899864197","0.31457499861717225","0.31181249022483826","0.31725001335144043","0.4735374987125397","0.46543750166893005","0.4858124852180481","0.15644999742507934","0.1274999976158142","0.17131249606609344","0.6412499904632568","0.6288124918937683","0.6554999947547913"
"86","0.5804125070571899","0.562874972820282","0.5923125147819519","0.7550624966621399","0.7456874847412109","0.7643749713897705","0.3170249998569489","0.312624990940094","0.3190625011920929","0.4742749989032745","0.46837499737739563","0.4813750088214874","0.16188749969005584","0.1366875022649765","0.18275000154972076","0.6479249954223633","0.6361874938011169","0.6699374914169312"
"87","0.578249990940094","0.5664374828338623","0.5895624756813049","0.7594624996185303","0.7534999847412109","0.7666249871253967","0.31735000014305115","0.31581249833106995","0.3192499876022339","0.47726250290870664","0.46537500619888306","0.48618748784065247","0.1574124962091446","0.14687499403953552","0.16637499630451202","0.6492875099182129","0.6350625157356262","0.6700000166893005"
"88","0.5767125010490417","0.5678125023841858","0.5893750190734863","0.7628749966621399","0.7554374933242798","0.7671250104904175","0.31678749322891236","0.31181249022483826","0.31968748569488525","0.47578750252723695","0.4556249976158142","0.5003125071525574","0.1606000006198883","0.14137500524520874","0.17937499284744263","0.6509750008583068","0.6396250128746033","0.6661249995231628"
"89","0.5812999844551087","0.5755624771118164","0.5884374976158142","0.7657874941825866","0.7612500190734863","0.7722499966621399","0.31732500791549684","0.3140000104904175","0.3218750059604645","0.4749249994754791","0.4557499885559082","0.48993751406669617","0.16766249835491182","0.1341249942779541","0.19218750298023224","0.6520624995231629","0.6389374732971191","0.6663749814033508"
"90","0.5796750068664551","0.5656874775886536","0.5886250138282776","0.7659999966621399","0.7599999904632568","0.7705000042915344","0.31798750162124634","0.31468749046325684","0.3214375078678131","0.4775125026702881","0.4711250066757202","0.49043750762939453","0.166075000166893","0.1536875069141388","0.17293749749660492","0.6550374984741211","0.6356874704360962","0.6735625267028809"
"91","0.5832375049591064","0.5673750042915344","0.5931875109672546","0.7680500149726868","0.7587500214576721","0.7769374847412109","0.31751249432563783","0.31462499499320984","0.32068750262260437","0.47729999423027036","0.46549999713897705","0.48743748664855957","0.1690874993801117","0.1328125","0.1821250021457672","0.6562999963760376","0.6415625214576721","0.6738749742507935"
"92","0.5804375171661377","0.5674375295639038","0.5935624837875366","0.7725999832153321","0.7664374709129333","0.7774375081062317","0.3184000015258789","0.31443750858306885","0.32206249237060547","0.47105000019073484","0.46181249618530273","0.476437509059906","0.16847499907016755","0.14949999749660492","0.1850624978542328","0.6577000021934509","0.6441875100135803","0.6738125085830688"
"93","0.5835875034332275","0.5738750100135803","0.5912500023841858","0.772962498664856","0.7651875019073486","0.7817500233650208","0.31769999861717224","0.31206250190734863","0.3215624988079071","0.4784125030040741","0.4663749933242798","0.4891875088214874","0.16887499988079072","0.14631250500679016","0.1875","0.6558125138282775","0.6456875205039978","0.6801249980926514"
"94","0.5834374904632569","0.5743749737739563","0.5948749780654907","0.7710500001907349","0.7603124976158142","0.7800624966621399","0.32013750076293945","0.3165000081062317","0.3232499957084656","0.4778625011444092","0.4636250138282776","0.4892500042915344","0.1628250002861023","0.14762499928474426","0.17556250095367432","0.6609625101089478","0.6520624756813049","0.6751875281333923"
"95","0.5823999881744385","0.5669999718666077","0.5946249961853027","0.7799125075340271","0.773312509059906","0.7864999771118164","0.3209375023841858","0.31806251406669617","0.3233124911785126","0.4796375036239624","0.46418750286102295","0.4958750009536743","0.1637750029563904","0.1535625010728836","0.18062500655651093","0.6637874841690063","0.6478124856948853","0.6804999709129333"
"96","0.5815874934196472","0.5709999799728394","0.5935624837875366","0.7741625070571899","0.7671250104904175","0.7835624814033508","0.319412499666214","0.3162499964237213","0.3243125081062317","0.48216249942779543","0.4650000035762787","0.48912501335144043","0.16608750224113464","0.14631250500679016","0.18593749403953552","0.6639999985694885","0.6481249928474426","0.682687520980835"
"97","0.5821875095367431","0.570062518119812","0.5942500233650208","0.7801625013351441","0.7696250081062317","0.793624997138977","0.31926249861717226","0.31718748807907104","0.32231250405311584","0.4820500075817108","0.4661875069141388","0.4933125078678131","0.16944999992847443","0.14606249332427979","0.1965000033378601","0.6649750113487244","0.6576250195503235","0.6725000143051147"
"98","0.5840124964714051","0.5709999799728394","0.5926250219345093","0.7801499962806702","0.7749375104904175","0.7915624976158142","0.3196125030517578","0.3136875033378601","0.32506251335144043","0.48938749432563783","0.4801875054836273","0.5064374804496765","0.1703249990940094","0.1381250023841858","0.18862499296665192","0.6659749984741211","0.6524999737739563","0.6792500019073486"
"99","0.5875250101089478","0.573562502861023","0.5983750224113464","0.7853749990463257","0.78125","0.7890625","0.32172499895095824","0.3188124895095825","0.3238125145435333","0.48422500491142273","0.47468748688697815","0.49906250834465027","0.16693750023841858","0.13850000500679016","0.1902499943971634","0.6704124927520752","0.6539375185966492","0.6808124780654907"