"Step","FIXMATCH : 2023-09-14_10-55-41 - unlabeled_ece_train","FIXMATCH : 2023-09-14_10-55-41 - unlabeled_ece_train__MIN","FIXMATCH : 2023-09-14_10-55-41 - unlabeled_ece_train__MAX","FIXMATCH : 2023-09-13_23-37-42 - unlabeled_ece_train","FIXMATCH : 2023-09-13_23-37-42 - unlabeled_ece_train__MIN","FIXMATCH : 2023-09-13_23-37-42 - unlabeled_ece_train__MAX"
"0","0.46022847294807434","0.46022847294807434","0.46022847294807434","0.23715940117835999","0.23715940117835999","0.23715940117835999"
"1","0.577745795249939","0.577745795249939","0.577745795249939","0.3690967857837677","0.3690967857837677","0.3690967857837677"
"2","0.6139209866523743","0.6139209866523743","0.6139209866523743","0.40676382184028625","0.40676382184028625","0.40676382184028625"
"3","0.6154279112815857","0.6154279112815857","0.6154279112815857","0.41330116987228394","0.41330116987228394","0.41330116987228394"
"4","0.616079568862915","0.616079568862915","0.616079568862915","0.4111386835575104","0.4111386835575104","0.4111386835575104"
"5","0.6126035451889038","0.6126035451889038","0.6126035451889038","0.4064100682735443","0.4064100682735443","0.4064100682735443"
"6","0.6121969819068909","0.6121969819068909","0.6121969819068909","0.4011540114879608","0.4011540114879608","0.4011540114879608"
"7","0.6086252927780151","0.6086252927780151","0.6086252927780151","0.3968333303928375","0.3968333303928375","0.3968333303928375"
"8","0.6063678860664368","0.6063678860664368","0.6063678860664368","0.3889496624469757","0.3889496624469757","0.3889496624469757"
"9","0.6070109605789185","0.6070109605789185","0.6070109605789185","0.382365345954895","0.382365345954895","0.382365345954895"
"10","0.6065648198127747","0.6065648198127747","0.6065648198127747","0.3746807277202606","0.3746807277202606","0.3746807277202606"
"11","0.6069267392158508","0.6069267392158508","0.6069267392158508","0.37554147839546204","0.37554147839546204","0.37554147839546204"
"12","0.6086040735244751","0.6086040735244751","0.6086040735244751","0.372694730758667","0.372694730758667","0.372694730758667"
"13","0.6072556376457214","0.6072556376457214","0.6072556376457214","0.37381839752197266","0.37381839752197266","0.37381839752197266"
"14","0.6094808578491211","0.6094808578491211","0.6094808578491211","0.37123626470565796","0.37123626470565796","0.37123626470565796"
"15","0.6137927770614624","0.6137927770614624","0.6137927770614624","0.3691433370113373","0.3691433370113373","0.3691433370113373"
"16","0.6165138483047485","0.6165138483047485","0.6165138483047485","0.37032991647720337","0.37032991647720337","0.37032991647720337"
"17","0.6170124411582947","0.6170124411582947","0.6170124411582947","0.37082499265670776","0.37082499265670776","0.37082499265670776"
"18","0.6210942268371582","0.6210942268371582","0.6210942268371582","0.3727162480354309","0.3727162480354309","0.3727162480354309"
"19","0.6228887438774109","0.6228887438774109","0.6228887438774109","0.374117910861969","0.374117910861969","0.374117910861969"
"20","0.6252922415733337","0.6252922415733337","0.6252922415733337","0.37747278809547424","0.37747278809547424","0.37747278809547424"
"21","0.6284312009811401","0.6284312009811401","0.6284312009811401","0.37972748279571533","0.37972748279571533","0.37972748279571533"
"22","0.6298030614852905","0.6298030614852905","0.6298030614852905","0.3841984272003174","0.3841984272003174","0.3841984272003174"
"23","0.6327030062675476","0.6327030062675476","0.6327030062675476","0.38677310943603516","0.38677310943603516","0.38677310943603516"
"24","0.637207567691803","0.637207567691803","0.637207567691803","0.38909319043159485","0.38909319043159485","0.38909319043159485"
"25","0.638878345489502","0.638878345489502","0.638878345489502","0.3922523558139801","0.3922523558139801","0.3922523558139801"
"26","0.6419309377670288","0.6419309377670288","0.6419309377670288","0.3953966200351715","0.3953966200351715","0.3953966200351715"
"27","0.644812285900116","0.644812285900116","0.644812285900116","0.39923128485679626","0.39923128485679626","0.39923128485679626"
"28","0.6478949189186096","0.6478949189186096","0.6478949189186096","0.4028764069080353","0.4028764069080353","0.4028764069080353"
"29","0.6493395566940308","0.6493395566940308","0.6493395566940308","0.40550750494003296","0.40550750494003296","0.40550750494003296"
"30","0.6533718705177307","0.6533718705177307","0.6533718705177307","0.40765440464019775","0.40765440464019775","0.40765440464019775"
"31","0.656154453754425","0.656154453754425","0.656154453754425","0.40935978293418884","0.40935978293418884","0.40935978293418884"
"32","0.6582302451133728","0.6582302451133728","0.6582302451133728","0.4135986864566803","0.4135986864566803","0.4135986864566803"
"33","0.6598520278930664","0.6598520278930664","0.6598520278930664","0.4174157679080963","0.4174157679080963","0.4174157679080963"
"34","0.6616306900978088","0.6616306900978088","0.6616306900978088","0.42147529125213623","0.42147529125213623","0.42147529125213623"
"35","0.6640358567237854","0.6640358567237854","0.6640358567237854","0.4232845604419708","0.4232845604419708","0.4232845604419708"
"36","0.6677150130271912","0.6677150130271912","0.6677150130271912","0.4262104034423828","0.4262104034423828","0.4262104034423828"
"37","0.669605553150177","0.669605553150177","0.669605553150177","0.4296953082084656","0.4296953082084656","0.4296953082084656"
"38","0.6719643473625183","0.6719643473625183","0.6719643473625183","0.43246445059776306","0.43246445059776306","0.43246445059776306"
"39","0.6739048957824707","0.6739048957824707","0.6739048957824707","0.4353427588939667","0.4353427588939667","0.4353427588939667"
"40","0.6753295660018921","0.6753295660018921","0.6753295660018921","0.4375340938568115","0.4375340938568115","0.4375340938568115"
"41","0.6763461232185364","0.6763461232185364","0.6763461232185364","0.44014686346054077","0.44014686346054077","0.44014686346054077"
"42","0.6779159903526306","0.6779159903526306","0.6779159903526306","0.44306209683418274","0.44306209683418274","0.44306209683418274"
"43","0.6795958280563354","0.6795958280563354","0.6795958280563354","0.4453340470790863","0.4453340470790863","0.4453340470790863"
"44","0.6806582808494568","0.6806582808494568","0.6806582808494568","0.447128027677536","0.447128027677536","0.447128027677536"
"45","0.6828942894935608","0.6828942894935608","0.6828942894935608","0.44897758960723877","0.44897758960723877","0.44897758960723877"
"46","0.6844393610954285","0.6844393610954285","0.6844393610954285","0.45123690366744995","0.45123690366744995","0.45123690366744995"
"47","0.686110258102417","0.686110258102417","0.686110258102417","0.4532977044582367","0.4532977044582367","0.4532977044582367"
"48","0.6874314546585083","0.6874314546585083","0.6874314546585083","0.45532065629959106","0.45532065629959106","0.45532065629959106"
"49","0.6888056993484497","0.6888056993484497","0.6888056993484497","0.45734530687332153","0.45734530687332153","0.45734530687332153"
"50","0.6902083158493042","0.6902083158493042","0.6902083158493042","0.4584977626800537","0.4584977626800537","0.4584977626800537"
"51","0.6913133859634399","0.6913133859634399","0.6913133859634399","0.46008536219596863","0.46008536219596863","0.46008536219596863"
"52","0.6919722557067871","0.6919722557067871","0.6919722557067871","0.46164920926094055","0.46164920926094055","0.46164920926094055"
"53","0.6936241984367371","0.6936241984367371","0.6936241984367371","0.46303126215934753","0.46303126215934753","0.46303126215934753"
"54","0.6945847868919373","0.6945847868919373","0.6945847868919373","0.46498072147369385","0.46498072147369385","0.46498072147369385"
"55","0.695684552192688","0.695684552192688","0.695684552192688","0.46627089381217957","0.46627089381217957","0.46627089381217957"
"56","0.6963746547698975","0.6963746547698975","0.6963746547698975","0.4672771990299225","0.4672771990299225","0.4672771990299225"
"57","0.6976353526115417","0.6976353526115417","0.6976353526115417","0.4687788486480713","0.4687788486480713","0.4687788486480713"
"58","0.6984990239143372","0.6984990239143372","0.6984990239143372","0.47041836380958557","0.47041836380958557","0.47041836380958557"
"59","0.6992440223693848","0.6992440223693848","0.6992440223693848","0.47143736481666565","0.47143736481666565","0.47143736481666565"
"60","0.7004226446151733","0.7004226446151733","0.7004226446151733","0.472272664308548","0.472272664308548","0.472272664308548"
"61","0.7008096575737","0.7008096575737","0.7008096575737","0.47331538796424866","0.47331538796424866","0.47331538796424866"
"62","0.7015774250030518","0.7015774250030518","0.7015774250030518","0.4741118252277374","0.4741118252277374","0.4741118252277374"
"63","0.7023664116859436","0.7023664116859436","0.7023664116859436","0.47590792179107666","0.47590792179107666","0.47590792179107666"
"64","0.7027673125267029","0.7027673125267029","0.7027673125267029","0.47647345066070557","0.47647345066070557","0.47647345066070557"
"65","0.7035656571388245","0.7035656571388245","0.7035656571388245","0.47788065671920776","0.47788065671920776","0.47788065671920776"
"66","0.7039086818695068","0.7039086818695068","0.7039086818695068","0.47804516553878784","0.47804516553878784","0.47804516553878784"
"67","0.7046822905540466","0.7046822905540466","0.7046822905540466","0.4788828194141388","0.4788828194141388","0.4788828194141388"
"68","0.7054039835929871","0.7054039835929871","0.7054039835929871","0.4800354540348053","0.4800354540348053","0.4800354540348053"
"69","0.7056980729103088","0.7056980729103088","0.7056980729103088","0.4810387194156647","0.4810387194156647","0.4810387194156647"
"70","0.7067573070526123","0.7067573070526123","0.7067573070526123","0.48128965497016907","0.48128965497016907","0.48128965497016907"
"71","0.706991970539093","0.706991970539093","0.706991970539093","0.48247554898262024","0.48247554898262024","0.48247554898262024"
"72","0.7074912190437317","0.7074912190437317","0.7074912190437317","0.48291996121406555","0.48291996121406555","0.48291996121406555"
"73","0.7081030011177063","0.7081030011177063","0.7081030011177063","0.4836522042751312","0.4836522042751312","0.4836522042751312"
"74","0.7083514928817749","0.7083514928817749","0.7083514928817749","0.4841935634613037","0.4841935634613037","0.4841935634613037"
"75","0.7086424231529236","0.7086424231529236","0.7086424231529236","0.48506805300712585","0.48506805300712585","0.48506805300712585"
"76","0.709111213684082","0.709111213684082","0.709111213684082","0.4854283332824707","0.4854283332824707","0.4854283332824707"
"77","0.7095504999160767","0.7095504999160767","0.7095504999160767","0.4860771596431732","0.4860771596431732","0.4860771596431732"
"78","0.7097885012626648","0.7097885012626648","0.7097885012626648","0.48628026247024536","0.48628026247024536","0.48628026247024536"
"79","0.7102240324020386","0.7102240324020386","0.7102240324020386","0.4867643415927887","0.4867643415927887","0.4867643415927887"
"80","0.7134175896644592","0.7134175896644592","0.7134175896644592","0.4904157817363739","0.4904157817363739","0.4904157817363739"
"81","0.713854968547821","0.713854968547821","0.713854968547821","0.4916016459465027","0.4916016459465027","0.4916016459465027"
"82","0.7143118381500244","0.7143118381500244","0.7143118381500244","0.49162501096725464","0.49162501096725464","0.49162501096725464"
"83","0.7146648168563843","0.7146648168563843","0.7146648168563843","0.4924164116382599","0.4924164116382599","0.4924164116382599"
"84","0.7150436639785767","0.7150436639785767","0.7150436639785767","0.4927767515182495","0.4927767515182495","0.4927767515182495"
"85","0.7153181433677673","0.7153181433677673","0.7153181433677673","0.4929703176021576","0.4929703176021576","0.4929703176021576"
"86","0.7155612111091614","0.7155612111091614","0.7155612111091614","0.4931846559047699","0.4931846559047699","0.4931846559047699"
"87","0.7157402634620667","0.7157402634620667","0.7157402634620667","0.4936417043209076","0.4936417043209076","0.4936417043209076"
"88","0.7158608436584473","0.7158608436584473","0.7158608436584473","0.4936746656894684","0.4936746656894684","0.4936746656894684"
"89","0.7162610292434692","0.7162610292434692","0.7162610292434692","0.494289755821228","0.494289755821228","0.494289755821228"
"90","0.7162062525749207","0.7162062525749207","0.7162062525749207","0.4946174919605255","0.4946174919605255","0.4946174919605255"
"91","0.7165325880050659","0.7165325880050659","0.7165325880050659","0.4942385256290436","0.4942385256290436","0.4942385256290436"
"92","0.7165818214416504","0.7165818214416504","0.7165818214416504","0.4944160282611847","0.4944160282611847","0.4944160282611847"
"93","0.7170522212982178","0.7170522212982178","0.7170522212982178","0.4951646625995636","0.4951646625995636","0.4951646625995636"
"94","0.7170543670654297","0.7170543670654297","0.7170543670654297","0.49531298875808716","0.49531298875808716","0.49531298875808716"
"95","0.7170579433441162","0.7170579433441162","0.7170579433441162","0.49497753381729126","0.49497753381729126","0.49497753381729126"
"96","0.7171531319618225","0.7171531319618225","0.7171531319618225","0.4952089488506317","0.4952089488506317","0.4952089488506317"
"97","0.717517077922821","0.717517077922821","0.717517077922821","0.495588093996048","0.495588093996048","0.495588093996048"
"98","0.7175779342651367","0.7175779342651367","0.7175779342651367","0.4955357015132904","0.4955357015132904","0.4955357015132904"